"","ID","step","angle","time","lon","lat","tagtype","schedule","sex","age","altitude","t","date","m.state","m.year","ID2","year","x","y","min.step","Ordinal","residency.length","unique.site","residency.time","ID.site","states1"
"2407","NJ-2019-22-2020",NA,NA,2020-06-14 14:00:00,-72.09832,41.5875969,"4g","Infrequent","m","juv",NA,"15:00","2020-06-14","NJ","2019","NJ-2019-22","2020",-72.09832,41.5875969,NA,166,98,8,98,"NJ-2019-22-8-166",3
"2536","NY-2019-32-2020",0.03,NA,2020-01-04 22:00:00,-90.7926407,29.6213112,"4g","Frequent","m","ad",NA,"22:00","2020-01-04","NY","2019","NY-2019-32","2020",-90.7926407,29.6213112,0,4,1,1,29,"NY-2019-32-1-4",1
"2537","NY-2019-32-2020",0.05,-2.29154858140743,2020-01-08 09:00:00,-90.7922821,29.6213112,"4g","Frequent","m","ad",NA,"09:00","2020-01-08","NY","2019","NY-2019-32","2020",-90.7922821,29.6213112,0,8,5,1,29,"NY-2019-32-1-8",1
"2538","NY-2019-32-2020",0.52,-0.214128552765614,2020-01-09 15:00:00,-90.7926407,29.6209545,"4g","Frequent","m","ad",NA,"15:00","2020-01-09","NY","2019","NY-2019-32","2020",-90.7926407,29.6209545,0,9,6,1,29,"NY-2019-32-1-9",1
"2539","NY-2019-32-2020",0.53,3.13177354289693,2020-01-10 22:00:00,-90.7969666,29.6181641,"4g","Frequent","m","ad",NA,"22:00","2020-01-10","NY","2019","NY-2019-32","2020",-90.7969666,29.6181641,0,10,7,1,29,"NY-2019-32-1-10",1
"2540","NY-2019-32-2020",0.06,0.394656460046528,2020-01-11 09:00:00,-90.792511,29.6209793,"4g","Frequent","m","ad",NA,"09:00","2020-01-11","NY","2019","NY-2019-32","2020",-90.792511,29.6209793,0,11,8,1,29,"NY-2019-32-1-11",1
"2541","NY-2019-32-2020",0.06,2.2171003121882,2020-01-12 15:00:00,-90.7922058,29.6214142,"4g","Frequent","m","ad",NA,"15:00","2020-01-12","NY","2019","NY-2019-32","2020",-90.7922058,29.6214142,0,12,9,1,29,"NY-2019-32-1-12",1
"2542","NY-2019-32-2020",0.03,1.91839818509254,2020-01-14 09:00:00,-90.7928162,29.6213627,"4g","Frequent","m","ad",NA,"09:00","2020-01-14","NY","2019","NY-2019-32","2020",-90.7928162,29.6213627,0,14,11,1,29,"NY-2019-32-1-14",1
"2543","NY-2019-32-2020",0.52,-1.34857097081356,2020-01-15 15:00:00,-90.7926636,29.6210823,"4g","Frequent","m","ad",NA,"15:00","2020-01-15","NY","2019","NY-2019-32","2020",-90.7926636,29.6210823,0,15,12,1,29,"NY-2019-32-1-15",1
"2544","NY-2019-32-2020",0.61,-3.12862363035811,2020-01-16 22:00:00,-90.7969131,29.6181641,"4g","Frequent","m","ad",NA,"22:00","2020-01-16","NY","2019","NY-2019-32","2020",-90.7969131,29.6181641,0,16,13,1,29,"NY-2019-32-1-16",1
"2545","NY-2019-32-2020",0.04,-3.04293998061609,2020-01-17 09:00:00,-90.7919769,29.621645,"4g","Frequent","m","ad",NA,"09:00","2020-01-17","NY","2019","NY-2019-32","2020",-90.7919769,29.621645,0,17,14,1,29,"NY-2019-32-1-17",1
"2546","NY-2019-32-2020",0.62,-0.105414156017081,2020-01-18 15:00:00,-90.792305,29.6213627,"4g","Frequent","m","ad",NA,"15:00","2020-01-18","NY","2019","NY-2019-32","2020",-90.792305,29.6213627,0,18,15,1,29,"NY-2019-32-1-18",1
"2547","NY-2019-32-2020",0.64,3.12012144647475,2020-01-19 22:00:00,-90.797348,29.6178551,"4g","Frequent","m","ad",NA,"22:00","2020-01-19","NY","2019","NY-2019-32","2020",-90.797348,29.6178551,0,19,16,1,29,"NY-2019-32-1-19",1
"2548","NY-2019-32-2020",0.05,-2.97823804401766,2020-01-23 09:00:00,-90.7920761,29.6213627,"4g","Frequent","m","ad",NA,"09:00","2020-01-23","NY","2019","NY-2019-32","2020",-90.7920761,29.6213627,0,23,20,1,29,"NY-2019-32-1-23",1
"2549","NY-2019-32-2020",0.59,-0.198094630364145,2020-01-24 15:00:00,-90.7924347,29.6210308,"4g","Frequent","m","ad",NA,"15:00","2020-01-24","NY","2019","NY-2019-32","2020",-90.7924347,29.6210308,0,24,21,1,29,"NY-2019-32-1-24",1
"2550","NY-2019-32-2020",0.58,3.04337795182834,2020-01-25 22:00:00,-90.7974014,29.6179581,"4g","Frequent","m","ad",NA,"22:00","2020-01-25","NY","2019","NY-2019-32","2020",-90.7974014,29.6179581,0,25,22,1,29,"NY-2019-32-1-25",1
"2551","NY-2019-32-2020",0.01,-0.0913250807475636,2020-01-26 09:00:00,-90.7922058,29.6205444,"4g","Frequent","m","ad",NA,"09:00","2020-01-26","NY","2019","NY-2019-32","2020",-90.7922058,29.6205444,0,26,23,1,29,"NY-2019-32-1-26",1
"2552","NY-2019-32-2020",0.56,-3.04577823258323,2020-01-27 15:00:00,-90.7920761,29.6205959,"4g","Frequent","m","ad",NA,"15:00","2020-01-27","NY","2019","NY-2019-32","2020",-90.7920761,29.6205959,0,27,24,1,29,"NY-2019-32-1-27",1
"2553","NY-2019-32-2020",0.56,-3.13528667558957,2020-01-28 22:00:00,-90.7970657,29.6180859,"4g","Frequent","m","ad",NA,"22:00","2020-01-28","NY","2019","NY-2019-32","2020",-90.7970657,29.6180859,0,28,25,1,29,"NY-2019-32-1-28",1
"2554","NY-2019-32-2020",0.04,1.116308080877,2020-01-29 09:00:00,-90.792099,29.6206207,"4g","Frequent","m","ad",NA,"09:00","2020-01-29","NY","2019","NY-2019-32","2020",-90.792099,29.6206207,0,29,26,1,29,"NY-2019-32-1-29",1
"2555","NY-2019-32-2020",0.03,2.0652218202537,2020-01-30 15:00:00,-90.7921295,29.6209793,"4g","Frequent","m","ad",NA,"15:00","2020-01-30","NY","2019","NY-2019-32","2020",-90.7921295,29.6209793,0,30,27,1,29,"NY-2019-32-1-30",1
"2556","NY-2019-32-2020",0.03,2.3185013355949,2020-01-31 22:00:00,-90.7923584,29.6208515,"4g","Frequent","m","ad",NA,"22:00","2020-01-31","NY","2019","NY-2019-32","2020",-90.7923584,29.6208515,0,31,28,1,29,"NY-2019-32-1-31",1
"2557","NY-2019-32-2020",0.01,1.66998233891789,2020-02-01 09:00:00,-90.7920227,29.6207752,"4g","Frequent","m","ad",NA,"09:00","2020-02-01","NY","2019","NY-2019-32","2020",-90.7920227,29.6207752,0,32,29,1,29,"NY-2019-32-1-32",2
"2558","NY-2019-32-2020",127.49,0.246788996443778,2020-02-02 15:00:00,-90.7919998,29.620903,"4g","Frequent","m","ad",NA,"15:00","2020-02-02","NY","2019","NY-2019-32","2020",-90.7919998,29.620903,1,33,1,2,2,"NY-2019-32-2-33",2
"2559","NY-2019-32-2020",NA,NA,2020-02-03 22:00:00,-90.9136505,30.7660675,"4g","Frequent","m","ad",NA,"22:00","2020-02-03","NY","2019","NY-2019-32","2020",-90.9136505,30.7660675,NA,34,2,2,2,"NY-2019-32-2-34",2
"625","PA-2018-01-2019",1.74,NA,2019-01-04 22:00:00,-87.8351974,33.1943054,"4g","Frequent","m","juv",NA,"22:00","2019-01-04","PA","2018","PA-2018-01","2019",-87.8351974,33.1943054,0,4,1,1,13,"PA-2018-01-1-4",1
"626","PA-2018-01-2019",2.16,-2.63797655678095,2019-01-06 15:00:00,-87.8165359,33.1943817,"4g","Frequent","m","juv",NA,"15:00","2019-01-06","PA","2018","PA-2018-01","2019",-87.8165359,33.1943817,0,6,3,1,13,"PA-2018-01-1-6",1
"627","PA-2018-01-2019",0.15,-1.09221738113361,2019-01-07 22:00:00,-87.8367386,33.1849098,"4g","Frequent","m","juv",NA,"22:00","2019-01-07","PA","2018","PA-2018-01","2019",-87.8367386,33.1849098,0,7,4,1,13,"PA-2018-01-1-7",1
"628","PA-2018-01-2019",0.16,3.11025590667562,2019-01-08 09:00:00,-87.8381195,33.1856766,"4g","Frequent","m","juv",NA,"09:00","2019-01-08","PA","2018","PA-2018-01","2019",-87.8381195,33.1856766,0,8,5,1,13,"PA-2018-01-1-8",1
"629","PA-2018-01-2019",2.15,1.07552037294965,2019-01-10 22:00:00,-87.8367386,33.1848564,"4g","Frequent","m","juv",NA,"22:00","2019-01-10","PA","2018","PA-2018-01","2019",-87.8367386,33.1848564,0,10,7,1,13,"PA-2018-01-1-10",1
"630","PA-2018-01-2019",0.03,2.34452112308294,2019-01-11 09:00:00,-87.8160477,33.1934853,"4g","Frequent","m","juv",NA,"09:00","2019-01-11","PA","2018","PA-2018-01","2019",-87.8160477,33.1934853,0,11,8,1,13,"PA-2018-01-1-11",1
"631","PA-2018-01-2019",2.15,0.803058039659802,2019-01-12 15:00:00,-87.8163071,33.1935616,"4g","Frequent","m","juv",NA,"15:00","2019-01-12","PA","2018","PA-2018-01","2019",-87.8163071,33.1935616,0,12,9,1,13,"PA-2018-01-1-12",1
"632","PA-2018-01-2019",2.25,-3.13971164414474,2019-01-16 22:00:00,-87.8368607,33.1848564,"4g","Frequent","m","juv",NA,"22:00","2019-01-16","PA","2018","PA-2018-01","2019",-87.8368607,33.1848564,0,16,13,1,13,"PA-2018-01-1-16",1
"633","PA-2018-01-2019",59.56,0.784249355617506,2019-01-18 15:00:00,-87.8153076,33.1940231,"4g","Frequent","m","juv",NA,"15:00","2019-01-18","PA","2018","PA-2018-01","2019",-87.8153076,33.1940231,1,18,1,2,2,"PA-2018-01-2-18",2
"634","PA-2018-01-2019",NA,NA,2019-01-19 22:00:00,-87.6143265,33.703949,"4g","Frequent","m","juv",NA,"22:00","2019-01-19","PA","2018","PA-2018-01","2019",-87.6143265,33.703949,NA,19,2,2,2,"PA-2018-01-2-19",2
"635","PA-2018-08-2019",0.12,NA,2019-01-06 22:00:00,-80.4284286,33.8029175,"4g","Infrequent","m","ad",NA,"22:00","2019-01-06","PA","2018","PA-2018-08","2019",-80.4284286,33.8029175,0,6,1,1,61,"PA-2018-08-1-6",1
"636","PA-2018-08-2019",0.04,1.60014477242863,2019-01-11 09:00:00,-80.4290466,33.8019218,"4g","Infrequent","m","ad",NA,"09:00","2019-01-11","PA","2018","PA-2018-08","2019",-80.4290466,33.8019218,0,11,6,1,61,"PA-2018-08-1-11",1
"637","PA-2018-08-2019",0.11,1.74513485950087,2019-01-16 15:00:00,-80.4286575,33.8017654,"4g","Infrequent","m","ad",NA,"15:00","2019-01-16","PA","2018","PA-2018-08","2019",-80.4286575,33.8017654,0,16,11,1,61,"PA-2018-08-1-16",1
"638","PA-2018-08-2019",0.1,3.08457347600795,2019-01-21 22:00:00,-80.4283295,33.8027382,"4g","Infrequent","m","ad",NA,"22:00","2019-01-21","PA","2018","PA-2018-08","2019",-80.4283295,33.8027382,0,21,16,1,61,"PA-2018-08-1-21",1
"639","PA-2018-08-2019",0,-1.23939793129073,2019-01-26 09:00:00,-80.428688,33.8018684,"4g","Infrequent","m","ad",NA,"09:00","2019-01-26","PA","2018","PA-2018-08","2019",-80.428688,33.8018684,0,26,21,1,61,"PA-2018-08-1-26",1
"640","PA-2018-08-2019",1.82,-0.866177945468209,2019-01-31 15:00:00,-80.4287109,33.8018684,"4g","Infrequent","m","ad",NA,"15:00","2019-01-31","PA","2018","PA-2018-08","2019",-80.4287109,33.8018684,0,31,26,1,61,"PA-2018-08-1-31",1
"641","PA-2018-08-2019",0.91,-2.94796017554845,2019-02-05 22:00:00,-80.4414368,33.8143616,"4g","Infrequent","m","ad",NA,"22:00","2019-02-05","PA","2018","PA-2018-08","2019",-80.4414368,33.8143616,0,36,31,1,61,"PA-2018-08-1-36",1
"642","PA-2018-08-2019",0.73,-0.290825580970189,2019-02-10 09:00:00,-80.4337769,33.809269,"4g","Infrequent","m","ad",NA,"09:00","2019-02-10","PA","2018","PA-2018-08","2019",-80.4337769,33.809269,0,41,36,1,61,"PA-2018-08-1-41",1
"643","PA-2018-08-2019",0.69,3.13631389313424,2019-02-20 22:00:00,-80.4292984,33.8038902,"4g","Infrequent","m","ad",NA,"22:00","2019-02-20","PA","2018","PA-2018-08","2019",-80.4292984,33.8038902,0,51,46,1,61,"PA-2018-08-1-51",1
"644","PA-2018-08-2019",0.06,-1.80488927089409,2019-02-25 09:00:00,-80.4334946,33.8089867,"4g","Infrequent","m","ad",NA,"09:00","2019-02-25","PA","2018","PA-2018-08","2019",-80.4334946,33.8089867,0,56,51,1,61,"PA-2018-08-1-56",1
"645","PA-2018-08-2019",0.82,-1.46243961139655,2019-03-02 15:00:00,-80.4329376,33.809166,"4g","Infrequent","m","ad",NA,"15:00","2019-03-02","PA","2018","PA-2018-08","2019",-80.4329376,33.809166,0,61,56,1,61,"PA-2018-08-1-61",1
"646","PA-2018-08-2019",0.05,1.65690781851955,2019-03-07 22:00:00,-80.4288864,33.8026123,"4g","Infrequent","m","ad",NA,"22:00","2019-03-07","PA","2018","PA-2018-08","2019",-80.4288864,33.8026123,0,66,61,1,61,"PA-2018-08-1-66",1
"647","PA-2018-08-2019",906.82,1.01470577509106,2019-03-12 08:00:00,-80.4284515,33.8028412,"4g","Infrequent","m","ad",NA,"09:00","2019-03-12","PA","2018","PA-2018-08","2019",-80.4284515,33.8028412,1,71,1,2,81,"PA-2018-08-2-71",2
"648","PA-2018-08-2019",2.13,-2.99177876167146,2019-03-17 14:00:00,-80.4985733,41.9725456,"4g","Infrequent","m","ad",NA,"15:00","2019-03-17","PA","2018","PA-2018-08","2019",-80.4985733,41.9725456,0,76,6,2,81,"PA-2018-08-2-76",3
"649","PA-2018-08-2019",0.04,0.872066161443884,2019-03-22 21:00:00,-80.4945755,41.9536018,"4g","Infrequent","m","ad",NA,"22:00","2019-03-22","PA","2018","PA-2018-08","2019",-80.4945755,41.9536018,0,81,11,2,81,"PA-2018-08-2-81",3
"650","PA-2018-08-2019",1.65,2.30449743257047,2019-03-27 08:00:00,-80.4941177,41.9533958,"4g","Infrequent","m","ad",NA,"09:00","2019-03-27","PA","2018","PA-2018-08","2019",-80.4941177,41.9533958,0,86,16,2,81,"PA-2018-08-2-86",3
"651","PA-2018-08-2019",0.42,-2.1237128524576,2019-04-01 14:00:00,-80.4979095,41.9680138,"4g","Infrequent","m","ad",NA,"15:00","2019-04-01","PA","2018","PA-2018-08","2019",-80.4979095,41.9680138,0,91,21,2,81,"PA-2018-08-2-91",3
"652","PA-2018-08-2019",0.48,3.10326312557254,2019-04-06 21:00:00,-80.4931946,41.9666824,"4g","Infrequent","m","ad",NA,"22:00","2019-04-06","PA","2018","PA-2018-08","2019",-80.4931946,41.9666824,0,96,26,2,81,"PA-2018-08-2-96",3
"653","PA-2018-08-2019",0.1,1.70417290825043,2019-04-11 08:00:00,-80.4985504,41.9683723,"4g","Infrequent","m","ad",NA,"09:00","2019-04-11","PA","2018","PA-2018-08","2019",-80.4985504,41.9683723,0,101,31,2,81,"PA-2018-08-2-101",3
"654","PA-2018-08-2019",0.71,1.17335376167257,2019-04-16 14:00:00,-80.4988785,41.9674759,"4g","Infrequent","m","ad",NA,"15:00","2019-04-16","PA","2018","PA-2018-08","2019",-80.4988785,41.9674759,0,106,36,2,81,"PA-2018-08-2-106",3
"655","PA-2018-08-2019",0.48,2.11432971953172,2019-04-21 21:00:00,-80.4921722,41.9635582,"4g","Infrequent","m","ad",NA,"22:00","2019-04-21","PA","2018","PA-2018-08","2019",-80.4921722,41.9635582,0,111,41,2,81,"PA-2018-08-2-111",3
"656","PA-2018-08-2019",0.03,-1.23581373551666,2019-04-26 08:00:00,-80.491478,41.9678345,"4g","Infrequent","m","ad",NA,"09:00","2019-04-26","PA","2018","PA-2018-08","2019",-80.491478,41.9678345,0,116,46,2,81,"PA-2018-08-2-116",3
"657","PA-2018-08-2019",0.24,1.32154983236234,2019-05-01 14:00:00,-80.4911728,41.9678841,"4g","Infrequent","m","ad",NA,"15:00","2019-05-01","PA","2018","PA-2018-08","2019",-80.4911728,41.9678841,0,121,51,2,81,"PA-2018-08-2-121",3
"658","PA-2018-08-2019",0.23,-3.00668801837195,2019-05-11 08:00:00,-80.4910736,41.9700089,"4g","Infrequent","m","ad",NA,"09:00","2019-05-11","PA","2018","PA-2018-08","2019",-80.4910736,41.9700089,0,131,61,2,81,"PA-2018-08-2-131",3
"659","PA-2018-08-2019",0.07,2.13786508316981,2019-05-16 14:00:00,-80.4907913,41.9679108,"4g","Infrequent","m","ad",NA,"15:00","2019-05-16","PA","2018","PA-2018-08","2019",-80.4907913,41.9679108,0,136,66,2,81,"PA-2018-08-2-136",3
"660","PA-2018-08-2019",0.14,2.6801891512557,2019-05-26 08:00:00,-80.490097,41.9683189,"4g","Infrequent","m","ad",NA,"09:00","2019-05-26","PA","2018","PA-2018-08","2019",-80.490097,41.9683189,0,146,76,2,81,"PA-2018-08-2-146",3
"661","PA-2018-08-2019",NA,NA,2019-05-31 14:00:00,-80.4917374,41.9680634,"4g","Infrequent","m","ad",NA,"15:00","2019-05-31","PA","2018","PA-2018-08","2019",-80.4917374,41.9680634,NA,151,81,2,81,"PA-2018-08-2-151",3
"4556","PA-2020-25-2021",0.09,NA,2021-01-16 09:00:00,-77.3193359,35.2693367,"4g","Infrequent","m","juv",NA,"09:00","2021-01-16","PA","2020","PA-2020-25","2021",-77.3193359,35.2693367,0,16,1,1,21,"PA-2020-25-1-16",1
"4557","PA-2020-25-2021",0.11,-3.11290536722284,2021-01-26 09:00:00,-77.3199005,35.2699776,"4g","Infrequent","m","juv",NA,"09:00","2021-01-26","PA","2020","PA-2020-25","2021",-77.3199005,35.2699776,0,26,11,1,21,"PA-2020-25-1-26",1
"4558","PA-2020-25-2021",0.1,3.07880243047811,2021-01-31 15:00:00,-77.3191833,35.2692108,"4g","Infrequent","m","juv",NA,"15:00","2021-01-31","PA","2020","PA-2020-25","2021",-77.3191833,35.2692108,0,31,16,1,21,"PA-2020-25-1-31",1
"4559","PA-2020-25-2021",0.08,3.07615704391538,2021-02-05 09:00:00,-77.3197708,35.269928,"4g","Infrequent","m","juv",NA,"09:00","2021-02-05","PA","2020","PA-2020-25","2021",-77.3197708,35.269928,0,36,21,1,21,"PA-2020-25-1-36",1
"4560","PA-2020-25-2021",385.73,2.94066113086493,2021-02-10 15:00:00,-77.3193359,35.2693138,"4g","Infrequent","m","juv",NA,"15:00","2021-02-10","PA","2020","PA-2020-25","2021",-77.3193359,35.2693138,1,41,1,2,16,"PA-2020-25-2-41",2
"4561","PA-2020-25-2021",1.77,-3.11242978152083,2021-02-25 09:00:00,-78.7323761,38.5548401,"4g","Infrequent","m","juv",NA,"09:00","2021-02-25","PA","2020","PA-2020-25","2021",-78.7323761,38.5548401,0,56,16,2,16,"PA-2020-25-2-56",2
"4562","PA-2020-25-2021",40.27,0.489179732086811,2021-03-02 15:00:00,-78.7253342,38.5398903,"4g","Infrequent","m","juv",NA,"15:00","2021-03-02","PA","2020","PA-2020-25","2021",-78.7253342,38.5398903,1,61,1,3,1,"PA-2020-25-3-61",2
"4563","PA-2020-25-2021",205.39,2.46352742428188,2021-03-07 09:00:00,-78.381424,38.2981758,"4g","Infrequent","m","juv",NA,"09:00","2021-03-07","PA","2020","PA-2020-25","2021",-78.381424,38.2981758,1,66,1,4,11,"PA-2020-25-4-66",2
"4564","PA-2020-25-2021",0.89,-0.243736996829745,2021-03-12 15:00:00,-78.7781982,40.1222267,"4g","Infrequent","m","juv",NA,"15:00","2021-03-12","PA","2020","PA-2020-25","2021",-78.7781982,40.1222267,0,71,6,4,11,"PA-2020-25-4-71",2
"4565","PA-2020-25-2021",1.98,2.22932998682053,2021-03-17 08:00:00,-78.7773819,40.1302147,"4g","Infrequent","m","juv",NA,"09:00","2021-03-17","PA","2020","PA-2020-25","2021",-78.7773819,40.1302147,0,76,11,4,11,"PA-2020-25-4-76",2
"4566","PA-2020-25-2021",236.97,-1.73680936554098,2021-03-22 14:00:00,-78.796814,40.1204338,"4g","Infrequent","m","juv",NA,"15:00","2021-03-22","PA","2020","PA-2020-25","2021",-78.796814,40.1204338,1,81,1,5,81,"PA-2020-25-5-81",2
"4567","PA-2020-25-2021",0.05,-2.95746886335985,2021-03-27 08:00:00,-79.9490662,42.0681076,"4g","Infrequent","m","juv",NA,"09:00","2021-03-27","PA","2020","PA-2020-25","2021",-79.9490662,42.0681076,0,86,6,5,81,"PA-2020-25-5-86",3
"4568","PA-2020-25-2021",0.99,2.44028521829199,2021-04-01 14:00:00,-79.9487381,42.067749,"4g","Infrequent","m","juv",NA,"15:00","2021-04-01","PA","2020","PA-2020-25","2021",-79.9487381,42.067749,0,91,11,5,81,"PA-2020-25-5-91",3
"4569","PA-2020-25-2021",0.99,-3.11952129512045,2021-04-06 08:00:00,-79.9475098,42.0766068,"4g","Infrequent","m","juv",NA,"09:00","2021-04-06","PA","2020","PA-2020-25","2021",-79.9475098,42.0766068,0,96,16,5,81,"PA-2020-25-5-96",3
"4570","PA-2020-25-2021",1.76,0.673138865276027,2021-04-11 14:00:00,-79.9484787,42.0676994,"4g","Infrequent","m","juv",NA,"15:00","2021-04-11","PA","2020","PA-2020-25","2021",-79.9484787,42.0676994,0,101,21,5,81,"PA-2020-25-5-101",3
"4571","PA-2020-25-2021",0.01,-0.461997449163007,2021-04-16 08:00:00,-79.9365768,42.0545158,"4g","Infrequent","m","juv",NA,"09:00","2021-04-16","PA","2020","PA-2020-25","2021",-79.9365768,42.0545158,0,106,26,5,81,"PA-2020-25-5-106",3
"4572","PA-2020-25-2021",0.05,1.32915828353682,2021-04-21 14:00:00,-79.936554,42.0543861,"4g","Infrequent","m","juv",NA,"15:00","2021-04-21","PA","2020","PA-2020-25","2021",-79.936554,42.0543861,0,111,31,5,81,"PA-2020-25-5-111",3
"4573","PA-2020-25-2021",0.03,1.17772993685261,2021-04-26 08:00:00,-79.9359589,42.0543365,"4g","Infrequent","m","juv",NA,"09:00","2021-04-26","PA","2020","PA-2020-25","2021",-79.9359589,42.0543365,0,116,36,5,81,"PA-2020-25-5-116",3
"4574","PA-2020-25-2021",0,2.94075966033684,2021-05-01 14:00:00,-79.9358063,42.0545425,"4g","Infrequent","m","juv",NA,"15:00","2021-05-01","PA","2020","PA-2020-25","2021",-79.9358063,42.0545425,0,121,41,5,81,"PA-2020-25-5-121",3
"4575","PA-2020-25-2021",0.25,0.168063629053144,2021-05-06 08:00:00,-79.9358368,42.0545158,"4g","Infrequent","m","juv",NA,"09:00","2021-05-06","PA","2020","PA-2020-25","2021",-79.9358368,42.0545158,0,126,46,5,81,"PA-2020-25-5-126",3
"4576","PA-2020-25-2021",0.23,-3.12470936246714,2021-05-11 14:00:00,-79.9373703,42.052597,"4g","Infrequent","m","juv",NA,"15:00","2021-05-11","PA","2020","PA-2020-25","2021",-79.9373703,42.052597,0,131,51,5,81,"PA-2020-25-5-131",3
"4577","PA-2020-25-2021",0.02,-1.98080382465052,2021-05-16 08:00:00,-79.9360123,42.0543633,"4g","Infrequent","m","juv",NA,"09:00","2021-05-16","PA","2020","PA-2020-25","2021",-79.9360123,42.0543633,0,136,56,5,81,"PA-2020-25-5-136",3
"4578","PA-2020-25-2021",0.38,0.179198428798347,2021-05-21 14:00:00,-79.9358826,42.0542336,"4g","Infrequent","m","juv",NA,"15:00","2021-05-21","PA","2020","PA-2020-25","2021",-79.9358826,42.0542336,0,141,61,5,81,"PA-2020-25-5-141",3
"4579","PA-2020-25-2021",0.51,3.0055904511553,2021-05-26 08:00:00,-79.9325333,42.0519028,"4g","Infrequent","m","juv",NA,"09:00","2021-05-26","PA","2020","PA-2020-25","2021",-79.9325333,42.0519028,0,146,66,5,81,"PA-2020-25-5-146",3
"4580","PA-2020-25-2021",0.16,2.91105920698441,2021-05-31 14:00:00,-79.9364243,42.0554619,"4g","Infrequent","m","juv",NA,"15:00","2021-05-31","PA","2020","PA-2020-25","2021",-79.9364243,42.0554619,0,151,71,5,81,"PA-2020-25-5-151",3
"4581","PA-2020-25-2021",0.04,-2.75598857740161,2021-06-05 08:00:00,-79.9355545,42.0541306,"4g","Infrequent","m","juv",NA,"09:00","2021-06-05","PA","2020","PA-2020-25","2021",-79.9355545,42.0541306,0,156,76,5,81,"PA-2020-25-5-156",3
"4582","PA-2020-25-2021",NA,NA,2021-06-10 14:00:00,-79.935936,42.0543861,"4g","Infrequent","m","juv",NA,"15:00","2021-06-10","PA","2020","PA-2020-25","2021",-79.935936,42.0543861,NA,161,81,5,81,"PA-2020-25-5-161",3
"4583","PA-2020-33-2021",0.04,NA,2021-01-06 09:00:00,-78.7935867,34.0232582,"4g","Infrequent","m","juv",NA,"09:00","2021-01-06","PA","2020","PA-2020-33","2021",-78.7935867,34.0232582,0,6,1,1,41,"PA-2020-33-1-6",1
"4584","PA-2020-33-2021",0.05,-3.03812138034681,2021-01-11 15:00:00,-78.7938156,34.0229492,"4g","Infrequent","m","juv",NA,"15:00","2021-01-11","PA","2020","PA-2020-33","2021",-78.7938156,34.0229492,0,11,6,1,41,"PA-2020-33-1-11",1
"4585","PA-2020-33-2021",0.07,2.92653596438014,2021-01-16 09:00:00,-78.7935638,34.0233841,"4g","Infrequent","m","juv",NA,"09:00","2021-01-16","PA","2020","PA-2020-33","2021",-78.7935638,34.0233841,0,16,11,1,41,"PA-2020-33-1-16",1
"4586","PA-2020-33-2021",0.01,-2.15601183940686,2021-01-21 15:00:00,-78.7940445,34.0228729,"4g","Infrequent","m","juv",NA,"15:00","2021-01-21","PA","2020","PA-2020-33","2021",-78.7940445,34.0228729,0,21,16,1,41,"PA-2020-33-1-21",1
"4587","PA-2020-33-2021",0.05,-2.84638494452061,2021-01-26 09:00:00,-78.794075,34.0229492,"4g","Infrequent","m","juv",NA,"09:00","2021-01-26","PA","2020","PA-2020-33","2021",-78.794075,34.0229492,0,26,21,1,41,"PA-2020-33-1-26",1
"4588","PA-2020-33-2021",0.05,2.84362157586669,2021-01-31 15:00:00,-78.7937698,34.0225906,"4g","Infrequent","m","juv",NA,"15:00","2021-01-31","PA","2020","PA-2020-33","2021",-78.7937698,34.0225906,0,31,26,1,41,"PA-2020-33-1-31",1
"4589","PA-2020-33-2021",0.01,-3.13882908235624,2021-02-10 15:00:00,-78.7939224,34.0229759,"4g","Infrequent","m","juv",NA,"15:00","2021-02-10","PA","2020","PA-2020-33","2021",-78.7939224,34.0229759,0,41,36,1,41,"PA-2020-33-1-41",1
"4590","PA-2020-33-2021",0,-1.89210504459944,2021-02-15 09:00:00,-78.7938919,34.0228996,"4g","Infrequent","m","juv",NA,"09:00","2021-02-15","PA","2020","PA-2020-33","2021",-78.7938919,34.0228996,0,46,41,1,41,"PA-2020-33-1-46",2
"4591","PA-2020-33-2021",888.27,-0.310228202121124,2021-02-20 15:00:00,-78.7939453,34.0228996,"4g","Infrequent","m","juv",NA,"15:00","2021-02-20","PA","2020","PA-2020-33","2021",-78.7939453,34.0228996,1,51,1,2,6,"PA-2020-33-2-51",2
"4592","PA-2020-33-2021",4.53,-0.759087161215701,2021-02-25 09:00:00,-88.2003555,36.1098366,"4g","Infrequent","m","juv",NA,"09:00","2021-02-25","PA","2020","PA-2020-33","2021",-88.2003555,36.1098366,0,56,6,2,6,"PA-2020-33-2-56",2
"4593","PA-2020-33-2021",919.81,-1.59418552734573,2021-03-02 15:00:00,-88.2245483,36.1456261,"4g","Infrequent","m","juv",NA,"15:00","2021-03-02","PA","2020","PA-2020-33","2021",-88.2245483,36.1456261,1,61,1,3,1,"PA-2020-33-3-61",2
"4594","PA-2020-33-2021",141.69,0.573734504872164,2021-03-07 09:00:00,-78.7070618,39.587162,"4g","Infrequent","m","juv",NA,"09:00","2021-03-07","PA","2020","PA-2020-33","2021",-78.7070618,39.587162,1,66,1,4,41,"PA-2020-33-4-66",2
